product,img,score,title,pros,cons,body
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Skechers Hillcrest Wandelschoenen Mannen - Maat 46,https://media.s-bol.com/3EV5ZEkOKAY9/k8mYN9r/550x279.jpg,klantbeoordeling: 5 van de 5 sterren,Top schoen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Goede wandelschoen, gekocht voor mijn man hij vindt ze heerlijk lopen."
Travelin' Morvik Softshell Heren - Lichtgewicht Wandelschoenen - Maat 46,https://media.s-bol.com/1VJxJNJ6jqLq/Y6O1mPY/550x342.jpg,klantbeoordeling: 5 van de 5 sterren,"Travellin schoenen zijn echte wandelschoenen, perfecte pasvorm.",[],[],"Lichte schoen met goede steun, ook de enkels en prima zool voor ( bijna) alle ondergronden.Travellin heeft grote keuze in maat."
Merrell Accentor Sport Mid GTX,https://media.s-bol.com/WBkZkMG89kL4/DYLQgA/550x393.jpg,klantbeoordeling: 5 van de 5 sterren,Merrell stelt nooit teleur!,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Als Merrell fan ben ik blij dat ze evolueren naar kwaliteit toe. Nu is er ook een schokdemping in de hiel voorzien, wat bij mijn oude exemplaar nog niet het geval was. Erg blij met deze robuuste lichte stapper. Merrell is voor mij voor iedere dag!"
Heren Wandelschoenen Meindl 3825-44 Caribe Gtx Zwart - Maat 10½,https://media.s-bol.com/Rwwpq2lBl5wY/APJO5A3/550x359.jpg,klantbeoordeling: 5 van de 5 sterren,"Goede schoenen, voordelig",[],[],"wout bergers heeft de volgende dag bezorgd zoals afgesproken, wat fijn is als je bij een partner koopt dat deze ook de afspraken nakomt. oude meindl schoenen maat 45 kwamen overeen met deze meindl maat 45. goede harde zool. heb de eerste dag geen last gehad van ""moeten inlopen"" ook nog eens 75eu voordeliger dan mijn vorige meindl schoenen, beide zijn cat a & plege II."
Keen Terradora Flex Mid Dames Wandelschoenen Magnet/Cloud Blue | Grijs | Mesh | Maat 39 | K1026880,https://media.s-bol.com/7yW8xKEVlAy8/9LDJoz/550x321.jpg,klantbeoordeling: 5 van de 5 sterren,Geweldige wandelschoen!,[],[],Zitten en lopen als pantoffeltjes. Geschikt voor smalle voet en specifiek damesvoet. Extra verzachting bij de hiel. Doen niet onder voor Lowa of Meindl.Superblij mee!
Hi-Tec V-Lite SpHike Nijmegen Low Wandelschoenen - Heren - groen;oranje,https://media.s-bol.com/rJEgBvQPzGE/550x469.jpg,klantbeoordeling: 5 van de 5 sterren,revieuw Hi Tec Lite spHike Nijmegen Low Wandelschoenen 2020,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",['inlegzool ortholite erg dun'],Uitstekend product. Gaat verbazingwekkend lang mee.  Materiaal slijt nauwelijks en goed stikwerk. Is niet heel waterdicht van zichzelf maar droogt goed op en is  met een beetje lauw water en zeep goed schoon te maken.Daarna harde delen met een harde borstel en boven met een zachte borstel  schoonmaken. Is wel waterdicht te maken met producten hiervoor maar doe dit zelf niet. Schoen ademt goed en heb inmiddels 3 paar gekocht. Kleuren worden een beetje minder na verloop van tid maar dat stoort me niet. Één paar heb ik reeds 10 jr. Goede wandelschoen. Inlegzolen zijn ook prima.
Hi-Tec V-Lite SpHike Nijmegen Low Wandelschoenen - Heren - groen;oranje,https://media.s-bol.com/rJEgBvQPzGE/550x469.jpg,klantbeoordeling: 5 van de 5 sterren,Aanrader wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Opvallend kleurrijke model']",[],Mooie kleuren en zit lekker
Hi-Tec V-Lite SpHike Nijmegen Low Wandelschoenen - Heren - groen;oranje,https://media.s-bol.com/rJEgBvQPzGE/550x469.jpg,klantbeoordeling: 4 van de 5 sterren,Goede prijs/kwaliteit verhouding,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Prima schoen voor lange wandelingen op &#039;normaal&#039; terrein en niet al te ruig landschap.
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 44,https://media.s-bol.com/YMnM1o4wpNX0/550x344.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Lowa Wandelschoenen - Maat 44.5 - Mannen - zwart,https://media.s-bol.com/7jExMYWkgRr/550x275.jpg,klantbeoordeling: 4 van de 5 sterren,Prima schoen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Heerlijke loop schoenen. Waterdichtheid nog niet getest. Voelen iets krapper aan dan mijn vorige Lowa schoenen.
Keen Targhee III Mid Heren Wandelschoenen Bungee Cord/Black | Bruin | Leer | Maat 45 | K1017786,https://media.s-bol.com/YYqr9vqwGlPn/LnZnPA/550x335.jpg,klantbeoordeling: 5 van de 5 sterren,Kwaliteit en goede pasvorm,[],[],"Snelle levering, correcte prijs en kwaliteit"
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
GRI Salo,https://media.s-bol.com/gJJooowkjAYD/550x266.jpg,klantbeoordeling: 5 van de 5 sterren,PRIMA,"['duurzaam', 'Goede prijs/kwaliteit']",[],Prima schoenen. voldoen aan de omschrijving
Jack Wolfskin Vojo 3 Texapore Wandelschoenen Mannen - Maat 44.5,https://media.s-bol.com/3K0xRwEMYXV4/nrlX1zY/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Goede wandelschoenen.,['Goede kwaliteit'],[],"Comfortabel, waterdicht, Goede wandelschoenen zeker voor bij koud weer."
Jack Wolfskin Vojo 3 Texapore Wandelschoenen Mannen - Maat 44.5,https://media.s-bol.com/3K0xRwEMYXV4/nrlX1zY/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Kwaliteitsvolle wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Zeer comfortabele en degelijke wandelschoen. Goeie kwaliteit!
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 4 van de 5 sterren,Fijne wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],loopt erg lekker
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen vanaf het eerste moment,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Hele fijne wandelschoenen, ik kon er gelijk een hele dag op wandelen zonder ze in te lopen. Ook echt waterdicht en hele goede grip in rotsachtige gebieden, echt een aanrader!"
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,De wandelschoenen beantwoorden aan mijn verwachtingen,[],[],De levering was punctueel en correct. De prijs van de schoenen was interessant en de schoenen beantwoorden aan mijn verwachtingen.
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelschoenen,[],[],"Heerlijk om te wandelen, licht gewicht en waterdicht. Top"
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Geweldig!,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Loopt heerlijk,zit goed  en comfortabel. een aanrader."
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Hele goede wandelschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede kwaliteit wandelschoenen .Lopen heel prettig.
Skechers Skech-Air Envoy Wandelschoenen Mannen - Maat 45,https://media.s-bol.com/BQ41xmOmpMXW/XLqxzlk/550x243.jpg,klantbeoordeling: 5 van de 5 sterren,Stevige wandelschoenen met zachte demping. Ben er heel tevreden over,[],[],door regen en wind of felle zon. zalige schoenen.
Skechers Skech-Air Envoy Wandelschoenen Mannen - Maat 45,https://media.s-bol.com/BQ41xmOmpMXW/XLqxzlk/550x243.jpg,klantbeoordeling: 5 van de 5 sterren,Mooie fijn en licht lopende schoen.,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Dat het fijne schoen zijn.
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Meindl wandelschoen - Nebraska mid gtx - dames I blauw - 40,https://media.s-bol.com/R2mj7Q9R7AL/550x477.jpg,klantbeoordeling: 5 van de 5 sterren,Beste wandelschoenen,[],[],"Reeds Meindl gehad . Duur maar laat echt niks van water door als je wandelt , aanbevolen merk door mijn vriend , hij kan het weten , heb zijn raad gevolgd ! Tevreden over de kwaliteit en om te poetsen achteraf ."
Merrell J066856 - Volwassenen Wandelschoenen - Kleur: Blauw - Maat: 39,https://media.s-bol.com/39OlwoBPr1V9/550x303.jpg,klantbeoordeling: 5 van de 5 sterren,licht en stevig,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"sportieve stapschoen met goede pasvorm, licht aan de voet en toch met stevige onderzool."
Mountain Peak dames wandelschoenen categorie A - Zwart - Maat 39 - Uitneembare zool,https://media.s-bol.com/B13P9YVAjKxo/O7AJK8Y/550x350.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Mooie schoenen! Comfortabel.
Blackstone schoen 999 zwart bergschoen,https://media.s-bol.com/mQMD1xAjy79R/550x434.jpg,klantbeoordeling: 5 van de 5 sterren,Goede aankoop,['Goede kwaliteit'],[],"Zeer goede, fijne schoenen"
Blackstone schoen 999 zwart bergschoen,https://media.s-bol.com/mQMD1xAjy79R/550x434.jpg,klantbeoordeling: 5 van de 5 sterren,Kwalitijd en vakwerk,[],[],"super schoenen!  echt kwalitijd. deze schoenen gaan jaren mee,en de zachte zolen heb ik nog nergens in de schoenen gekregen! dat is super goed bedacht!!  ik ben echt tevrede!!  thanks"
Blackstone schoen 999 zwart bergschoen,https://media.s-bol.com/mQMD1xAjy79R/550x434.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['Goede kwaliteit'],[],30jaar geleden waren dit al de fijnste wandelschoenen nouja eerder bikerschoes echte stoere motorshoes
Blackstone schoen 999 zwart bergschoen,https://media.s-bol.com/mQMD1xAjy79R/550x434.jpg,klantbeoordeling: 5 van de 5 sterren,Mooie bergschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Ze passen
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
ECCO Track 25 Heren Wandelschoenen - Cognac - Maat 42,https://media.s-bol.com/JYvn3r7EwJEP/j2kDV0B/550x368.jpg,klantbeoordeling: 5 van de 5 sterren,Prima,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Een lekkere stevige wandelschoen
Regatta - Edgepoint Mid WP Heren Wandelschoen - Brnswick/Blk - Maat 44,https://media.s-bol.com/ZGY6ngBEpJE2/lvjyB7/550x415.jpg,klantbeoordeling: 1 van de 5 sterren,Retouren is dramatisch!,[],[],"Nooit meer! Retourproces is heel omslachtig, ik heb op 9 juni retour aangemeld en nog steeds mijn geld niet terug..."
Regatta - Edgepoint Mid WP Heren Wandelschoen - Brnswick/Blk - Maat 44,https://media.s-bol.com/ZGY6ngBEpJE2/lvjyB7/550x415.jpg,klantbeoordeling: 1 van de 5 sterren,Niet zoals verwacht.,[],['Voldoet niet aan verwachting'],Schoenen zijn niet waterdicht zoals beschreven.
Columbia Redmond III Mid Wandelschoenen Dames Waterdicht - Bergschoenen Dames - Bruin - Maat 40,https://media.s-bol.com/kg4Y5o7yVWkK/GoEKo3/550x367.jpg,klantbeoordeling: 5 van de 5 sterren,Prima wandelschoenen voor een acceptabele prijs,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Deze wandelschoen zit heerlijk! Ik adviseer om een maatje kleiner te nemen. Zeer geschikt voor mensen met brede en gevoelige voeten. Binnenmateriaal is zacht waardoor je je voeten niet snel open loopt.
New Balance H754 Zwart - Heren Schoenen - H754KR - Maat 43,https://media.s-bol.com/jMzMlVQN58R/550x335.jpg,klantbeoordeling: 4 van de 5 sterren,Super wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Prijs kwaliteit is dik in orde
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
